freq,siec,partner,unit,geo\TIME_PERIOD	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,O4000,RU,THS_T,IE	1.000 	3.000 	10.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	17.000 	64.000 	56.000 	182.843 	413.875 	702.924 	453.821 	375.717 
A,O4000,RU,THS_T,IS	126.000 	122.000 	204.000 	201.000 	64.000 	26.000 	19.000 	98.000 	45.000 	35.000 	19.000 	32.000 	32.000 	33.000 	13.000 	0.000 	0.000 	3.893 	30.674 	5.344 	0.000 
A,O4000,RU,THS_T,IT	17637.000 	21302.000 	21406.000 	21602.000 	22379.000 	22101.000 	17954.000 	21690.000 	16800.000 	17606.000 	15060.000 	14573.000 	13950.000 	16880.000 	13281.000 	12824.000 	11291.000 	9412.691 	8980.152 	11711.617 	8184.259 
A,O4000,RU,THS_T,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,O4000,RU,THS_T,LT	4736.000 	6632.000 	6349.000 	7230.000 	8302.000 	8961.000 	8345.000 	5756.000 	9208.000 	8620.000 	9351.000 	8993.000 	8725.000 	9134.000 	7050.000 	7710.000 	8632.000 	6930.400 	6946.100 	8017.800 	6155.400 
A,O4000,RU,THS_T,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,O4000,RU,THS_T,LV	422.000 	231.000 	212.000 	175.000 	235.000 	336.000 	197.000 	325.000 	293.000 	253.000 	407.000 	328.000 	219.000 	326.000 	346.000 	596.000 	758.000 	612.493 	337.461 	432.904 	401.666 
A,O4000,RU,THS_T,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.000 	157.000 	137.000 	127.000 	70.000 	96.000 	174.000 	172.000 	168.000 	90.500 	157.500 
A,O4000,RU,THS_T,ME	: 	: 	: 	: 	: 	27.000 	36.000 	34.000 	32.000 	28.000 	31.000 	3.000 	4.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.300 	2.800 
A,O4000,RU,THS_T,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	259.000 	64.000 	11.000 	8.000 	35.216 	9.553 	20.501 	33.174 	26.428 
A,O4000,RU,THS_T,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	886.000 	869.000 	145.000 	709.000 	466.000 	266.000 	164.000 	93.274 	15.066 	124.958 	227.323 
A,O4000,RU,THS_T,NL	11034.913 	15513.536 	18572.327 	21689.833 	26644.910 	28406.043 	32022.381 	28431.973 	29601.157 	31729.058 	31804.533 	32156.256 	34163.087 	34978.603 	36280.527 	41844.988 	46629.042 	45619.585 	46446.520 	32154.727 	27241.620 
A,O4000,RU,THS_T,NO	239.000 	480.000 	254.000 	169.000 	387.000 	550.000 	329.000 	263.000 	250.000 	483.000 	1289.000 	876.000 	1061.000 	644.000 	494.000 	1398.000 	1045.000 	893.000 	1007.000 	1137.388 	961.037 
A,O4000,RU,THS_T,PL	17499.000 	17181.000 	18206.000 	17703.000 	17661.000 	18343.000 	19917.000 	20754.000 	19928.000 	20057.000 	22504.000 	23066.000 	24979.000 	23547.000 	23458.000 	24865.000 	23479.000 	23628.491 	24941.475 	22646.693 	22223.048 
A,O4000,RU,THS_T,PT	307.000 	1333.000 	598.000 	1521.000 	963.000 	63.000 	156.000 	122.000 	95.000 	204.000 	217.000 	530.000 	380.000 	1612.000 	1322.000 	1512.000 	3079.000 	4008.556 	3048.891 	1710.069 	571.160 
A,O4000,RU,THS_T,RO	3616.000 	3361.000 	3476.000 	4438.000 	0.000 	4856.000 	4270.000 	4782.000 	3016.000 	2517.000 	2752.000 	1567.000 	1813.000 	2763.000 	3203.000 	4112.000 	4375.000 	4565.546 	4622.678 	4656.369 	3558.689 
A,O4000,RU,THS_T,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	2159.000 	1749.000 	1430.000 	1046.000 	952.000 	1497.000 	1636.000 	1489.000 	1100.290 	1435.819 	1442.580 	858.627 
A,O4000,RU,THS_T,SE	1609.000 	1348.000 	4519.000 	4860.000 	6073.000 	7754.000 	7637.000 	6405.000 	7333.000 	7770.000 	9286.000 	10262.000 	9339.000 	7515.000 	9656.000 	9931.000 	10675.000 	9067.000 	8915.000 	6635.000 	3474.854 
A,O4000,RU,THS_T,SI	46.000 	1.000 	0.000 	5.000 	3.000 	49.000 	4.000 	9.000 	7.000 	13.000 	20.000 	32.000 	29.000 	27.000 	254.000 	16.000 	216.000 	261.781 	298.050 	744.940 	520.888 
A,O4000,RU,THS_T,SK	0.000 	5322.000 	5474.000 	5526.000 	5842.000 	5363.000 	5731.000 	6065.000 	5914.000 	5723.000 	5484.000 	6036.000 	5389.000 	5886.000 	5299.000 	5915.000 	5804.000 	5598.000 	5487.000 	5183.000 	5712.000 
A,O4000,RU,THS_T,TR	3532.000 	5416.000 	5910.000 	6666.000 	9575.000 	10144.000 	11685.000 	14633.000 	10933.000 	12766.000 	10654.000 	5500.000 	6333.000 	6209.000 	5430.000 	8532.000 	9092.000 	9349.000 	10632.000 	16661.000 	9080.171 
A,O4000,RU,THS_T,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	9810.000 	91.000 	7912.000 	7611.000 	6871.000 	2594.000 	2720.000 	1780.000 	1865.000 	2091.000 	3108.000 	3860.000 	3899.000 	3893.100 
A,O4000,RU,THS_T,UK	3464.000 	3627.000 	4658.000 	5876.000 	11009.000 	6774.000 	11530.000 	10183.000 	9730.000 	7131.000 	7306.000 	8465.000 	10147.000 	9175.000 	7203.000 	6898.742 	7918.559 	10259.366 	10191.777 	10484.550 	: 
A,O4000,RU,THS_T,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	10.000 	3.000 	6.000 	4.000 	14.572 	13.931 	24.048 	64.148 
