freq,siec,partner,unit,geo\TIME_PERIOD	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,E7000,TOTAL,GWH,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,E7000,TOTAL,GWH,IT	44831.000 	48926.000 	51519.000 	51486.000 	46426.000 	50264.000 	46596.000 	48931.000 	43433.000 	47070.000 	45987.000 	47519.000 	45407.000 	44338.000 	46747.000 	50849.000 	43181.000 	42894.881 	47170.204 	43974.940 	39789.940 
A,E7000,TOTAL,GWH,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	355.000 	325.000 	309.000 	314.000 	321.000 	307.000 	299.000 
A,E7000,TOTAL,GWH,LT	5150.000 	4442.000 	4532.000 	4144.000 	4293.000 	5641.000 	5812.000 	5846.000 	5649.000 	4783.000 	8174.000 	8086.000 	8060.000 	8073.000 	8521.000 	7938.000 	11106.000 	11926.200 	12847.500 	13267.900 	12013.400 
A,E7000,TOTAL,GWH,LU	6445.378 	6383.250 	6413.643 	6562.176 	6506.310 	6391.607 	6823.539 	6846.580 	6829.873 	6022.472 	7279.510 	7096.340 	6732.098 	6851.524 	6961.176 	7518.755 	7718.393 	7566.690 	7553.012 	6817.520 	6543.493 
A,E7000,TOTAL,GWH,LV	2108.000 	2340.000 	2838.000 	2671.000 	2733.000 	2855.000 	2810.000 	4964.000 	4643.000 	4259.000 	3973.000 	4009.000 	4935.000 	5005.000 	5340.000 	5246.000 	4828.000 	4072.912 	5173.682 	4610.761 	4173.365 
A,E7000,TOTAL,GWH,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3033.000 	3146.000 	3279.000 	3332.000 	3342.000 	3315.000 	3325.000 	3412.000 	3500.000 	3501.000 	3418.000 
A,E7000,TOTAL,GWH,ME	: 	: 	: 	: 	: 	1834.000 	1938.000 	2695.000 	1884.000 	1227.000 	732.000 	1993.000 	1440.000 	388.000 	903.000 	1040.000 	1210.000 	1536.900 	780.000 	1195.500 	5943.000 
A,E7000,TOTAL,GWH,MK	112.000 	431.000 	791.000 	953.000 	1176.000 	1599.000 	1795.000 	2491.000 	2733.000 	1438.000 	1420.000 	2749.000 	2741.000 	2491.000 	3073.000 	2656.000 	2190.606 	2293.571 	2297.169 	2410.901 	2965.204 
A,E7000,TOTAL,GWH,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1054.000 	1526.688 	897.066 	631.293 	656.756 	419.810 
A,E7000,TOTAL,GWH,NL	22946.000 	21492.000 	20870.000 	20801.000 	21405.000 	23691.000 	27346.000 	23089.000 	24967.000 	15452.000 	15583.000 	20620.000 	32156.000 	33252.000 	32855.000 	30760.009 	24257.626 	22457.715 	26754.590 	20402.855 	19773.283 
A,E7000,TOTAL,GWH,NO	1474.000 	10745.000 	5335.000 	13422.000 	15309.000 	3653.000 	9801.000 	5285.000 	3412.000 	5651.000 	14673.000 	11254.000 	4191.000 	10135.000 	6347.000 	7371.000 	5740.000 	6111.000 	8339.724 	12353.000 	4496.145 
A,E7000,TOTAL,GWH,PL	3290.000 	4306.000 	4469.000 	4985.000 	5312.000 	5002.000 	4789.000 	7761.000 	9034.000 	7403.000 	6310.000 	6780.000 	9803.000 	7801.000 	13508.000 	14459.000 	14017.000 	13271.000 	13815.804 	17868.327 	20624.119 
A,E7000,TOTAL,GWH,PT	4698.000 	3741.000 	5329.000 	5898.000 	8612.000 	9626.000 	8624.000 	9641.000 	10744.000 	7598.000 	5814.000 	6742.000 	10766.000 	8100.000 	7247.000 	8077.000 	4616.000 	5505.732 	5667.568 	8099.208 	7553.113 
A,E7000,TOTAL,GWH,RO	774.000 	767.000 	436.000 	962.000 	2584.000 	2321.000 	989.000 	1269.000 	921.000 	651.000 	767.000 	3410.000 	3903.000 	2737.000 	2811.000 	4492.000 	4177.000 	4841.754 	3696.594 	5492.633 	8251.648 
A,E7000,TOTAL,GWH,RS	4870.000 	5670.000 	6780.000 	4576.000 	5975.000 	6751.000 	8567.000 	9106.000 	8875.000 	5184.000 	5620.000 	6701.000 	5781.000 	4077.000 	7008.000 	6303.000 	5068.000 	6549.189 	6400.007 	5416.609 	5069.528 
A,E7000,TOTAL,GWH,SE	18308.000 	11164.000 	20110.000 	24287.000 	15646.000 	14576.000 	17537.000 	16052.000 	12754.000 	13765.000 	14931.000 	12481.000 	11682.000 	12674.000 	13852.000 	9294.000 	14287.000 	11896.000 	12202.000 	9070.000 	11827.000 
A,E7000,TOTAL,GWH,SI	4232.000 	3154.000 	3794.000 	5975.000 	7433.000 	9342.000 	7706.000 	6106.000 	6225.000 	7780.000 	8625.000 	7036.000 	7452.000 	7521.000 	7254.000 	9045.000 	8359.000 	9132.532 	8930.239 	9021.273 	7119.950 
A,E7000,TOTAL,GWH,SK	5951.000 	6065.000 	6710.000 	8623.000 	8731.000 	8005.000 	8590.000 	13580.000 	9412.000 	8994.000 	7334.000 	11227.000 	13472.000 	10719.000 	12964.000 	14999.000 	13249.000 	15563.000 	12428.000 	13538.000 	13289.000 
A,E7000,TOTAL,GWH,TR	3791.000 	4579.000 	3588.000 	1158.000 	463.000 	636.000 	573.000 	864.000 	789.000 	812.000 	1144.000 	4556.000 	5827.000 	7429.000 	7953.000 	7136.000 	6330.000 	2728.268 	2476.887 	2211.506 	1889.521 
A,E7000,TOTAL,GWH,UA	2679.000 	2137.000 	5461.000 	7236.000 	2203.000 	1715.000 	2082.000 	3383.000 	2101.000 	25.000 	23.000 	32.000 	89.000 	39.000 	89.000 	2241.000 	77.000 	50.000 	32.000 	2238.000 	2719.800 
A,E7000,TOTAL,GWH,UK	14308.000 	10663.000 	9182.000 	5119.000 	9784.000 	11160.000 	10282.000 	8613.000 	12294.000 	6609.000 	7143.000 	8690.000 	13775.000 	17532.000 	23244.000 	22960.871 	20017.923 	18166.980 	21332.415 	24555.587 	: 
A,E7000,TOTAL,GWH,XK	530.000 	670.000 	666.000 	651.000 	651.000 	491.000 	538.000 	591.000 	708.000 	768.000 	819.000 	3135.000 	2773.000 	2551.000 	966.000 	684.000 	557.000 	1242.225 	825.182 	928.492 	965.632 
